Model Name,Brand,Processor,RAM,Storage,Display,Operating System,Color,Body Type,Weight,Warranty,Price (BDT)
HP Victus 15,HP,Intel Core i7 13th Gen,12GB,1TB SSD,"14"" FHD",Windows 11,White,Carbon Fiber,0.99kg,1 Year,52942
Apple MacBook Air M1,Apple,Intel Core i7 13th Gen,12GB,1TB SSD,"17"" FHD",Chrome OS,White,Magnesium Alloy,1.25kg,1 Year,188906
Walton Tamarind EX10,Walton,AMD Ryzen 5 5500U,16GB,256GB SSD,"17"" FHD",macOS Ventura,Silver,Carbon Fiber,1.40kg,1 Year,38159
HP Victus 15,HP,Apple M1,8GB,1TB SSD,"17"" FHD",Chrome OS,Gray,Carbon Fiber,1.25kg,3 Years,35919
Dell XPS 13,Dell,Intel Core i7 13th Gen,12GB,512GB SSD,"14"" FHD",Chrome OS,White,Aluminum,0.99kg,3 Years,45297
Dell Inspiron 14,Dell,AMD Ryzen 7 5800U,8GB,256GB SSD,"13.3"" FHD",Chrome OS,Black,Magnesium Alloy,1.75kg,1 Year,129840
Dell Inspiron 14,Dell,AMD Ryzen 7 5800U,12GB,1TB SSD,"14"" FHD",Windows 11,Blue,Magnesium Alloy,2.00kg,1 Year,59871
Lenovo IdeaPad Slim 3,Lenovo,AMD Ryzen 7 5800U,12GB,128GB SSD,"14"" FHD",Windows 11,Black,Metal,1.25kg,1 Year,153012
Apple MacBook Air M1,Apple,Apple M2,12GB,1TB SSD,"14"" FHD",Windows 10,Blue,Metal,1.40kg,1 Year,57400
ASUS VivoBook 15,ASUS,AMD Ryzen 5 5500U,8GB,128GB SSD,"15.6"" FHD",Windows 10,Black,Magnesium Alloy,1.75kg,3 Years,166376
Apple MacBook Air M2,Apple,Intel Core i9 13th Gen,8GB,1TB SSD,"15.6"" FHD",Windows 10,Black,Magnesium Alloy,1.25kg,1 Year,48009
Walton Tamarind EX10,Walton,Intel Core i9 13th Gen,4GB,128GB SSD,"15.6"" FHD",macOS Ventura,Blue,Magnesium Alloy,0.99kg,1 Year,115848
LG Gram 14,LG,Intel Core i7 13th Gen,8GB,512GB SSD,"17"" FHD",Windows 11,Gray,Metal,2.00kg,1 Year,159514
Dell Inspiron 14,Dell,Intel Core i3 11th Gen,32GB,1TB SSD,"17"" FHD",Chrome OS,Silver,Plastic,2.00kg,1 Year,229019
HP Victus 15,HP,AMD Ryzen 7 5800U,16GB,128GB SSD,"15.6"" FHD",Windows 10,Black,Aluminum,1.75kg,2 Years,148030
Walton Tamarind EX10,Walton,Apple M1,8GB,256GB SSD,"16"" QHD",Chrome OS,Black,Carbon Fiber,2.00kg,2 Years,47255
Dell XPS 13,Dell,Intel Core i5 12th Gen,8GB,1TB SSD,"15.6"" FHD",Windows 11,Silver,Carbon Fiber,2.00kg,2 Years,141254
Apple MacBook Air M1,Apple,Apple M2,4GB,512GB SSD,"16"" QHD",macOS Ventura,White,Plastic,1.25kg,3 Years,47915
Lenovo IdeaPad Slim 3,Lenovo,Intel Core i3 11th Gen,4GB,128GB SSD,"13.3"" FHD",Windows 10,White,Carbon Fiber,1.25kg,2 Years,198026
MSI GF63 Thin,MSI,AMD Ryzen 5 5500U,16GB,128GB SSD,"15.6"" FHD",Chrome OS,White,Metal,1.75kg,2 Years,211110
ASUS ROG Zephyrus G14,ASUS,Intel Core i7 13th Gen,16GB,256GB SSD,"14"" FHD",Windows 11,Gray,Plastic,0.99kg,3 Years,180609
MSI GF63 Thin,MSI,Intel Core i5 12th Gen,12GB,512GB SSD,"17"" FHD",macOS Ventura,Silver,Metal,2.00kg,1 Year,83102
Apple MacBook Air M2,Apple,Intel Core i3 11th Gen,16GB,1TB SSD,"17"" FHD",Chrome OS,Blue,Magnesium Alloy,1.40kg,1 Year,73203
HP Victus 15,HP,Intel Core i7 13th Gen,32GB,512GB SSD,"15.6"" FHD",Chrome OS,Blue,Metal,2.00kg,1 Year,210154
MSI GF63 Thin,MSI,Intel Core i5 12th Gen,16GB,512GB SSD,"16"" QHD",Chrome OS,Gray,Aluminum,0.99kg,2 Years,176972
Dell XPS 13,Dell,Intel Core i9 13th Gen,12GB,512GB SSD,"14"" FHD",Windows 11,White,Metal,1.40kg,3 Years,39817
ASUS ROG Zephyrus G14,ASUS,Intel Core i3 11th Gen,8GB,256GB SSD,"14"" FHD",Windows 11,Gray,Metal,1.25kg,1 Year,143678
Walton Tamarind EX10,Walton,Intel Core i9 13th Gen,16GB,1TB SSD,"17"" FHD",macOS Ventura,White,Magnesium Alloy,1.40kg,1 Year,249213
Acer Aspire 5,Acer,Apple M1,12GB,512GB SSD,"14"" FHD",macOS Ventura,Silver,Carbon Fiber,1.75kg,1 Year,244243
Apple MacBook Air M2,Apple,AMD Ryzen 5 5500U,8GB,128GB SSD,"17"" FHD",macOS Ventura,Black,Aluminum,1.25kg,3 Years,136644
Apple MacBook Air M2,Apple,Intel Core i7 13th Gen,16GB,512GB SSD,"14"" FHD",Chrome OS,Black,Aluminum,2.00kg,3 Years,152624
MSI GF63 Thin,MSI,Apple M1,12GB,1TB SSD,"13.3"" FHD",Chrome OS,Silver,Magnesium Alloy,2.00kg,1 Year,196917
ASUS ROG Zephyrus G14,ASUS,Intel Core i7 13th Gen,12GB,1TB SSD,"15.6"" FHD",macOS Ventura,Silver,Plastic,1.25kg,2 Years,66197
Apple MacBook Air M2,Apple,Apple M2,4GB,1TB SSD,"16"" QHD",Chrome OS,White,Carbon Fiber,1.40kg,2 Years,192940
Walton Prelude N41,Walton,Intel Core i7 13th Gen,32GB,1TB SSD,"15.6"" FHD",Windows 10,Blue,Carbon Fiber,1.40kg,2 Years,91079
Apple MacBook Air M1,Apple,Apple M2,16GB,1TB SSD,"14"" FHD",macOS Ventura,Gray,Plastic,1.75kg,3 Years,233168
Walton Prelude N41,Walton,Intel Core i9 13th Gen,8GB,512GB SSD,"14"" FHD",Windows 11,Black,Magnesium Alloy,1.25kg,3 Years,240699
HP Pavilion 15,HP,Intel Core i9 13th Gen,4GB,512GB SSD,"17"" FHD",Chrome OS,Silver,Metal,1.75kg,1 Year,217276
Dell Inspiron 14,Dell,Apple M2,4GB,128GB SSD,"17"" FHD",Windows 11,Silver,Aluminum,1.40kg,1 Year,108866
HP Victus 15,HP,Intel Core i3 11th Gen,12GB,256GB SSD,"13.3"" FHD",Windows 11,Black,Carbon Fiber,2.00kg,2 Years,61266
LG Gram 14,LG,Intel Core i3 11th Gen,8GB,512GB SSD,"16"" QHD",Chrome OS,Gray,Carbon Fiber,1.25kg,1 Year,47458
HP Pavilion 15,HP,Intel Core i9 13th Gen,12GB,256GB SSD,"15.6"" FHD",Chrome OS,White,Aluminum,1.25kg,3 Years,168166
ASUS VivoBook 15,ASUS,Intel Core i9 13th Gen,32GB,256GB SSD,"14"" FHD",Chrome OS,Blue,Magnesium Alloy,1.75kg,2 Years,169424
Walton Tamarind EX10,Walton,AMD Ryzen 7 5800U,32GB,256GB SSD,"14"" FHD",macOS Ventura,White,Metal,1.40kg,3 Years,179348
Acer Aspire 5,Acer,Intel Core i7 13th Gen,4GB,256GB SSD,"17"" FHD",macOS Ventura,Black,Aluminum,2.00kg,1 Year,145475
Dell Inspiron 14,Dell,AMD Ryzen 5 5500U,16GB,128GB SSD,"13.3"" FHD",macOS Ventura,Blue,Magnesium Alloy,2.00kg,1 Year,211098
Dell XPS 13,Dell,Intel Core i9 13th Gen,4GB,1TB SSD,"17"" FHD",Windows 11,Gray,Magnesium Alloy,2.00kg,2 Years,244916
ASUS ROG Zephyrus G14,ASUS,Intel Core i5 12th Gen,16GB,256GB SSD,"16"" QHD",Windows 10,Black,Magnesium Alloy,1.75kg,2 Years,174997
Lenovo IdeaPad Slim 3,Lenovo,Apple M2,12GB,1TB SSD,"14"" FHD",Windows 11,Silver,Metal,0.99kg,2 Years,243916
ASUS ROG Zephyrus G14,ASUS,Intel Core i9 13th Gen,16GB,512GB SSD,"15.6"" FHD",macOS Ventura,Gray,Metal,1.75kg,2 Years,244698
LG Gram 14,LG,Intel Core i3 11th Gen,4GB,1TB SSD,"15.6"" FHD",Chrome OS,Blue,Carbon Fiber,1.40kg,2 Years,103475
Walton Tamarind EX10,Walton,Intel Core i9 13th Gen,16GB,1TB SSD,"15.6"" FHD",macOS Ventura,Silver,Plastic,0.99kg,1 Year,180197
Dell Inspiron 14,Dell,AMD Ryzen 5 5500U,16GB,256GB SSD,"13.3"" FHD",Windows 11,Black,Carbon Fiber,2.00kg,3 Years,189712
ASUS VivoBook 15,ASUS,AMD Ryzen 5 5500U,32GB,1TB SSD,"15.6"" FHD",Chrome OS,Black,Plastic,0.99kg,2 Years,206722
Acer Aspire 5,Acer,Intel Core i9 13th Gen,4GB,128GB SSD,"15.6"" FHD",Windows 11,Gray,Aluminum,1.25kg,1 Year,150246
ASUS ROG Zephyrus G14,ASUS,AMD Ryzen 5 5500U,8GB,512GB SSD,"14"" FHD",Chrome OS,Black,Aluminum,1.75kg,3 Years,107919
Apple MacBook Air M1,Apple,AMD Ryzen 5 5500U,16GB,256GB SSD,"17"" FHD",Windows 11,Silver,Carbon Fiber,0.99kg,3 Years,100008
ASUS ROG Zephyrus G14,ASUS,Intel Core i9 13th Gen,32GB,512GB SSD,"17"" FHD",Chrome OS,Gray,Magnesium Alloy,1.25kg,2 Years,116006
Dell Inspiron 14,Dell,Apple M1,32GB,128GB SSD,"15.6"" FHD",macOS Ventura,White,Metal,1.25kg,1 Year,63703
Acer Aspire 5,Acer,AMD Ryzen 5 5500U,16GB,256GB SSD,"13.3"" FHD",macOS Ventura,Gray,Metal,1.25kg,1 Year,148111
Acer Aspire 5,Acer,Intel Core i9 13th Gen,12GB,256GB SSD,"14"" FHD",macOS Ventura,Silver,Magnesium Alloy,2.00kg,1 Year,132662
Apple MacBook Air M1,Apple,AMD Ryzen 5 5500U,16GB,128GB SSD,"13.3"" FHD",Windows 10,Silver,Magnesium Alloy,1.25kg,2 Years,90554
Lenovo IdeaPad Slim 3,Lenovo,Apple M2,8GB,256GB SSD,"17"" FHD",Chrome OS,White,Plastic,1.40kg,2 Years,206718
HP Victus 15,HP,Intel Core i5 12th Gen,32GB,256GB SSD,"17"" FHD",macOS Ventura,Black,Aluminum,0.99kg,3 Years,115899
LG Gram 14,LG,Apple M2,16GB,128GB SSD,"17"" FHD",Windows 10,Blue,Aluminum,1.40kg,2 Years,161182
Walton Tamarind EX10,Walton,AMD Ryzen 5 5500U,4GB,128GB SSD,"14"" FHD",Windows 10,Black,Aluminum,1.75kg,1 Year,198649
Walton Prelude N41,Walton,Apple M2,32GB,512GB SSD,"16"" QHD",Windows 11,Gray,Plastic,0.99kg,2 Years,92297
Apple MacBook Pro M2,Apple,AMD Ryzen 7 5800U,12GB,512GB SSD,"16"" QHD",Chrome OS,Silver,Aluminum,1.40kg,2 Years,168598
Apple MacBook Pro M2,Apple,Apple M2,32GB,256GB SSD,"16"" QHD",macOS Ventura,White,Carbon Fiber,1.25kg,2 Years,60869
ASUS ROG Zephyrus G14,ASUS,AMD Ryzen 5 5500U,32GB,512GB SSD,"16"" QHD",Windows 10,Silver,Magnesium Alloy,0.99kg,3 Years,154153
LG Gram 14,LG,Intel Core i9 13th Gen,12GB,256GB SSD,"14"" FHD",Windows 10,Black,Aluminum,0.99kg,1 Year,239044
Walton Tamarind EX10,Walton,AMD Ryzen 5 5500U,16GB,256GB SSD,"13.3"" FHD",Windows 10,White,Magnesium Alloy,0.99kg,3 Years,180462
HP Pavilion 15,HP,Intel Core i7 13th Gen,8GB,512GB SSD,"14"" FHD",macOS Ventura,Gray,Aluminum,2.00kg,1 Year,161780
Walton Tamarind EX10,Walton,Intel Core i9 13th Gen,16GB,1TB SSD,"17"" FHD",Windows 10,Black,Aluminum,1.75kg,2 Years,210462
HP Victus 15,HP,AMD Ryzen 7 5800U,32GB,512GB SSD,"17"" FHD",Chrome OS,Black,Aluminum,0.99kg,2 Years,37269
HP Victus 15,HP,Apple M2,16GB,1TB SSD,"16"" QHD",Windows 10,Black,Plastic,1.75kg,1 Year,61488
HP Pavilion 15,HP,Intel Core i3 11th Gen,8GB,256GB SSD,"16"" QHD",Windows 11,Gray,Carbon Fiber,1.25kg,3 Years,86173
Walton Tamarind EX10,Walton,Apple M2,32GB,512GB SSD,"16"" QHD",Windows 10,Gray,Plastic,2.00kg,3 Years,71930
LG Gram 14,LG,AMD Ryzen 7 5800U,16GB,256GB SSD,"15.6"" FHD",macOS Ventura,Black,Plastic,1.40kg,3 Years,203149
ASUS VivoBook 15,ASUS,AMD Ryzen 5 5500U,4GB,128GB SSD,"15.6"" FHD",Windows 10,Black,Carbon Fiber,1.25kg,3 Years,61173
MSI GF63 Thin,MSI,Intel Core i9 13th Gen,12GB,512GB SSD,"15.6"" FHD",macOS Ventura,Gray,Magnesium Alloy,1.25kg,1 Year,87451
MSI GF63 Thin,MSI,AMD Ryzen 5 5500U,12GB,512GB SSD,"15.6"" FHD",Chrome OS,Blue,Plastic,1.75kg,2 Years,151240
ASUS VivoBook 15,ASUS,Intel Core i7 13th Gen,4GB,256GB SSD,"13.3"" FHD",Chrome OS,Gray,Magnesium Alloy,1.75kg,1 Year,238489
HP Victus 15,HP,AMD Ryzen 7 5800U,8GB,1TB SSD,"17"" FHD",Windows 11,Gray,Magnesium Alloy,2.00kg,1 Year,135679
Apple MacBook Air M1,Apple,Intel Core i9 13th Gen,8GB,512GB SSD,"16"" QHD",Windows 10,Gray,Aluminum,1.75kg,2 Years,232801
HP Pavilion 15,HP,AMD Ryzen 7 5800U,8GB,1TB SSD,"15.6"" FHD",Windows 10,Blue,Carbon Fiber,1.75kg,3 Years,45717
Walton Tamarind EX10,Walton,AMD Ryzen 7 5800U,16GB,1TB SSD,"13.3"" FHD",Windows 10,Blue,Magnesium Alloy,1.25kg,2 Years,70156
Apple MacBook Pro M2,Apple,Apple M2,12GB,1TB SSD,"17"" FHD",Windows 11,White,Aluminum,1.25kg,2 Years,118521
Apple MacBook Air M1,Apple,AMD Ryzen 5 5500U,12GB,512GB SSD,"17"" FHD",Windows 10,Blue,Plastic,0.99kg,3 Years,230717
LG Gram 14,LG,Intel Core i9 13th Gen,12GB,1TB SSD,"16"" QHD",Windows 11,Gray,Metal,0.99kg,2 Years,41914
ASUS VivoBook 15,ASUS,AMD Ryzen 5 5500U,8GB,256GB SSD,"13.3"" FHD",Windows 11,Black,Metal,0.99kg,1 Year,69131
Apple MacBook Pro M2,Apple,Apple M2,4GB,512GB SSD,"14"" FHD",macOS Ventura,White,Plastic,1.25kg,2 Years,140430
Apple MacBook Air M2,Apple,Apple M2,4GB,256GB SSD,"13.3"" FHD",macOS Ventura,White,Metal,1.75kg,2 Years,137837
Lenovo IdeaPad Slim 3,Lenovo,AMD Ryzen 5 5500U,32GB,256GB SSD,"16"" QHD",Chrome OS,Blue,Magnesium Alloy,2.00kg,1 Year,124351
Walton Tamarind EX10,Walton,Apple M2,16GB,512GB SSD,"16"" QHD",macOS Ventura,Black,Aluminum,1.75kg,3 Years,241009
Dell Inspiron 14,Dell,Intel Core i5 12th Gen,8GB,512GB SSD,"16"" QHD",Windows 11,Blue,Magnesium Alloy,1.40kg,2 Years,105467
ASUS VivoBook 15,ASUS,Intel Core i3 11th Gen,16GB,1TB SSD,"16"" QHD",Chrome OS,White,Magnesium Alloy,0.99kg,1 Year,46684
Walton Prelude N41,Walton,Intel Core i9 13th Gen,32GB,512GB SSD,"16"" QHD",macOS Ventura,White,Magnesium Alloy,0.99kg,3 Years,124231
Apple MacBook Air M1,Apple,Apple M1,8GB,128GB SSD,"15.6"" FHD",macOS Ventura,Blue,Metal,1.40kg,1 Year,141813
Apple MacBook Air M2,Apple,Intel Core i5 12th Gen,12GB,128GB SSD,"13.3"" FHD",Windows 11,White,Plastic,1.25kg,1 Year,202107
ASUS ROG Zephyrus G14,ASUS,Apple M2,32GB,128GB SSD,"15.6"" FHD",Chrome OS,Blue,Metal,1.25kg,2 Years,215733
Apple MacBook Pro M2,Apple,Intel Core i5 12th Gen,4GB,512GB SSD,"15.6"" FHD",Windows 10,Silver,Aluminum,1.40kg,3 Years,64177
Dell XPS 13,Dell,Apple M1,4GB,512GB SSD,"16"" QHD",macOS Ventura,Silver,Plastic,0.99kg,1 Year,111401
ASUS VivoBook 15,ASUS,Apple M2,12GB,256GB SSD,"16"" QHD",Windows 11,White,Aluminum,2.00kg,2 Years,48077
Walton Prelude N41,Walton,AMD Ryzen 5 5500U,12GB,256GB SSD,"17"" FHD",Windows 11,Black,Aluminum,2.00kg,2 Years,174186
MSI GF63 Thin,MSI,Apple M1,32GB,128GB SSD,"16"" QHD",Chrome OS,Blue,Carbon Fiber,1.25kg,1 Year,210784
Dell XPS 13,Dell,AMD Ryzen 7 5800U,8GB,256GB SSD,"14"" FHD",Chrome OS,Silver,Carbon Fiber,1.75kg,3 Years,97817
ASUS VivoBook 15,ASUS,Apple M2,4GB,128GB SSD,"14"" FHD",Windows 11,Blue,Magnesium Alloy,1.40kg,3 Years,50081
ASUS VivoBook 15,ASUS,AMD Ryzen 5 5500U,12GB,128GB SSD,"13.3"" FHD",Windows 10,Black,Carbon Fiber,2.00kg,2 Years,46387
Apple MacBook Air M1,Apple,Intel Core i9 13th Gen,32GB,128GB SSD,"15.6"" FHD",macOS Ventura,Black,Metal,1.25kg,2 Years,203069
Apple MacBook Pro M2,Apple,Apple M1,16GB,1TB SSD,"15.6"" FHD",Chrome OS,White,Metal,0.99kg,3 Years,152471
Apple MacBook Air M1,Apple,AMD Ryzen 7 5800U,16GB,128GB SSD,"13.3"" FHD",Windows 10,Gray,Plastic,2.00kg,2 Years,227441
ASUS ROG Zephyrus G14,ASUS,AMD Ryzen 5 5500U,4GB,256GB SSD,"17"" FHD",Windows 11,Gray,Metal,1.25kg,1 Year,239249
MSI GF63 Thin,MSI,Intel Core i5 12th Gen,4GB,512GB SSD,"17"" FHD",Windows 11,Black,Aluminum,1.25kg,3 Years,175545
Dell XPS 13,Dell,AMD Ryzen 5 5500U,32GB,256GB SSD,"17"" FHD",Windows 10,Silver,Plastic,1.25kg,1 Year,35733
Dell XPS 13,Dell,Apple M2,12GB,512GB SSD,"17"" FHD",Chrome OS,Black,Aluminum,1.25kg,1 Year,217192
ASUS ROG Zephyrus G14,ASUS,Intel Core i7 13th Gen,16GB,512GB SSD,"15.6"" FHD",macOS Ventura,White,Magnesium Alloy,1.40kg,1 Year,168706
Walton Tamarind EX10,Walton,Apple M1,16GB,512GB SSD,"13.3"" FHD",Windows 10,Silver,Magnesium Alloy,1.25kg,2 Years,246514
Walton Tamarind EX10,Walton,AMD Ryzen 7 5800U,16GB,1TB SSD,"13.3"" FHD",Chrome OS,Blue,Carbon Fiber,2.00kg,3 Years,207982
HP Pavilion 15,HP,Apple M2,12GB,1TB SSD,"15.6"" FHD",macOS Ventura,Blue,Aluminum,1.40kg,3 Years,150639
ASUS VivoBook 15,ASUS,Intel Core i3 11th Gen,8GB,256GB SSD,"15.6"" FHD",Windows 10,Gray,Magnesium Alloy,1.25kg,2 Years,101230
Dell XPS 13,Dell,Apple M1,4GB,512GB SSD,"14"" FHD",Windows 11,Black,Carbon Fiber,1.75kg,2 Years,80764
Dell XPS 13,Dell,AMD Ryzen 5 5500U,12GB,256GB SSD,"14"" FHD",macOS Ventura,Gray,Magnesium Alloy,1.25kg,2 Years,158053
ASUS ROG Zephyrus G14,ASUS,Intel Core i9 13th Gen,16GB,128GB SSD,"16"" QHD",Windows 11,White,Metal,1.75kg,2 Years,147808
Lenovo IdeaPad Slim 3,Lenovo,Intel Core i9 13th Gen,16GB,512GB SSD,"17"" FHD",Windows 10,Black,Metal,1.40kg,1 Year,76475
Lenovo IdeaPad Slim 3,Lenovo,Intel Core i9 13th Gen,32GB,512GB SSD,"15.6"" FHD",Chrome OS,Blue,Metal,0.99kg,1 Year,40741
Dell XPS 13,Dell,Intel Core i3 11th Gen,32GB,512GB SSD,"15.6"" FHD",Windows 10,Blue,Magnesium Alloy,2.00kg,1 Year,112319
ASUS ROG Zephyrus G14,ASUS,AMD Ryzen 7 5800U,16GB,1TB SSD,"13.3"" FHD",macOS Ventura,Black,Plastic,1.40kg,3 Years,176168
Lenovo IdeaPad Slim 3,Lenovo,Intel Core i5 12th Gen,8GB,512GB SSD,"15.6"" FHD",macOS Ventura,Gray,Metal,1.75kg,2 Years,86999
HP Pavilion 15,HP,Intel Core i9 13th Gen,16GB,256GB SSD,"14"" FHD",Windows 11,Silver,Metal,1.75kg,1 Year,95043
Walton Prelude N41,Walton,Apple M2,32GB,128GB SSD,"13.3"" FHD",Windows 10,Silver,Carbon Fiber,2.00kg,3 Years,87703
Lenovo IdeaPad Slim 3,Lenovo,AMD Ryzen 5 5500U,4GB,1TB SSD,"17"" FHD",Chrome OS,Black,Plastic,2.00kg,2 Years,39588
HP Victus 15,HP,Apple M1,4GB,128GB SSD,"14"" FHD",Chrome OS,White,Carbon Fiber,1.75kg,1 Year,91913
ASUS ROG Zephyrus G14,ASUS,Apple M1,4GB,1TB SSD,"17"" FHD",macOS Ventura,Blue,Aluminum,2.00kg,2 Years,244217
Dell Inspiron 14,Dell,Intel Core i9 13th Gen,32GB,1TB SSD,"15.6"" FHD",Windows 11,Blue,Magnesium Alloy,1.40kg,1 Year,208330
MSI GF63 Thin,MSI,AMD Ryzen 7 5800U,4GB,256GB SSD,"14"" FHD",Chrome OS,Gray,Aluminum,1.75kg,3 Years,210725
Apple MacBook Air M1,Apple,Intel Core i5 12th Gen,12GB,1TB SSD,"15.6"" FHD",Windows 10,White,Carbon Fiber,2.00kg,2 Years,89232
Apple MacBook Air M1,Apple,Intel Core i3 11th Gen,4GB,1TB SSD,"13.3"" FHD",Windows 11,Blue,Carbon Fiber,2.00kg,3 Years,78973
Walton Prelude N41,Walton,AMD Ryzen 5 5500U,4GB,128GB SSD,"13.3"" FHD",Windows 10,Silver,Aluminum,0.99kg,1 Year,178223
Lenovo IdeaPad Slim 3,Lenovo,Apple M2,8GB,512GB SSD,"17"" FHD",macOS Ventura,Blue,Metal,0.99kg,1 Year,243481
Walton Prelude N41,Walton,Apple M2,8GB,1TB SSD,"16"" QHD",Chrome OS,White,Carbon Fiber,2.00kg,3 Years,42250
Walton Prelude N41,Walton,Intel Core i7 13th Gen,8GB,512GB SSD,"15.6"" FHD",macOS Ventura,White,Plastic,1.75kg,3 Years,68405
Dell Inspiron 14,Dell,AMD Ryzen 5 5500U,32GB,1TB SSD,"14"" FHD",Windows 11,White,Aluminum,1.25kg,2 Years,145459
MSI GF63 Thin,MSI,AMD Ryzen 7 5800U,8GB,1TB SSD,"15.6"" FHD",Chrome OS,Blue,Aluminum,1.75kg,3 Years,212949
HP Pavilion 15,HP,Intel Core i7 13th Gen,8GB,128GB SSD,"15.6"" FHD",Chrome OS,White,Carbon Fiber,1.25kg,3 Years,211467
ASUS VivoBook 15,ASUS,Apple M1,12GB,128GB SSD,"13.3"" FHD",macOS Ventura,White,Metal,1.75kg,2 Years,194783
Walton Tamarind EX10,Walton,Intel Core i3 11th Gen,16GB,128GB SSD,"16"" QHD",Windows 10,Blue,Aluminum,0.99kg,3 Years,59399
HP Pavilion 15,HP,AMD Ryzen 5 5500U,12GB,512GB SSD,"16"" QHD",macOS Ventura,Gray,Aluminum,1.25kg,2 Years,237518
Lenovo IdeaPad Slim 3,Lenovo,Apple M1,32GB,512GB SSD,"16"" QHD",Chrome OS,Gray,Carbon Fiber,1.25kg,2 Years,53269
HP Victus 15,HP,Apple M1,8GB,512GB SSD,"14"" FHD",macOS Ventura,Silver,Magnesium Alloy,0.99kg,1 Year,103288
Walton Prelude N41,Walton,Apple M1,4GB,256GB SSD,"16"" QHD",Chrome OS,Black,Plastic,1.75kg,2 Years,114301
Lenovo IdeaPad Slim 3,Lenovo,Intel Core i3 11th Gen,12GB,512GB SSD,"14"" FHD",Windows 10,Black,Aluminum,1.40kg,1 Year,224646
Apple MacBook Air M1,Apple,AMD Ryzen 7 5800U,32GB,512GB SSD,"13.3"" FHD",Windows 11,White,Plastic,1.25kg,2 Years,242985
Acer Aspire 5,Acer,Intel Core i3 11th Gen,32GB,1TB SSD,"16"" QHD",Chrome OS,Silver,Aluminum,0.99kg,2 Years,207251
Walton Tamarind EX10,Walton,Intel Core i3 11th Gen,16GB,512GB SSD,"14"" FHD",Windows 11,Gray,Carbon Fiber,0.99kg,1 Year,64788
Walton Prelude N41,Walton,Intel Core i7 13th Gen,8GB,1TB SSD,"14"" FHD",Windows 10,White,Plastic,1.75kg,1 Year,245817
LG Gram 14,LG,Intel Core i5 12th Gen,32GB,512GB SSD,"13.3"" FHD",macOS Ventura,Black,Aluminum,0.99kg,1 Year,152310
Lenovo IdeaPad Slim 3,Lenovo,Intel Core i9 13th Gen,4GB,512GB SSD,"13.3"" FHD",Chrome OS,Blue,Magnesium Alloy,1.75kg,1 Year,91807
Dell Inspiron 14,Dell,Intel Core i9 13th Gen,8GB,256GB SSD,"16"" QHD",Windows 10,Blue,Aluminum,1.75kg,2 Years,72709
Dell XPS 13,Dell,Apple M2,12GB,1TB SSD,"15.6"" FHD",macOS Ventura,Blue,Aluminum,1.40kg,1 Year,35701
Walton Prelude N41,Walton,Intel Core i3 11th Gen,12GB,512GB SSD,"14"" FHD",Windows 11,Gray,Plastic,1.75kg,3 Years,112798
Acer Aspire 5,Acer,Intel Core i9 13th Gen,12GB,256GB SSD,"13.3"" FHD",Chrome OS,Gray,Plastic,0.99kg,3 Years,238848
Walton Tamarind EX10,Walton,Apple M2,16GB,256GB SSD,"16"" QHD",Chrome OS,Black,Carbon Fiber,1.40kg,2 Years,158695
Apple MacBook Air M1,Apple,Intel Core i3 11th Gen,8GB,128GB SSD,"17"" FHD",Windows 10,Silver,Carbon Fiber,2.00kg,2 Years,109176
Apple MacBook Air M1,Apple,Intel Core i3 11th Gen,8GB,512GB SSD,"16"" QHD",Chrome OS,White,Magnesium Alloy,1.75kg,3 Years,73423
Apple MacBook Air M1,Apple,Intel Core i9 13th Gen,12GB,512GB SSD,"16"" QHD",Chrome OS,Blue,Carbon Fiber,1.25kg,1 Year,80154
HP Pavilion 15,HP,Intel Core i3 11th Gen,12GB,512GB SSD,"15.6"" FHD",Chrome OS,Black,Metal,1.25kg,2 Years,108023
Acer Aspire 5,Acer,Intel Core i3 11th Gen,32GB,128GB SSD,"13.3"" FHD",macOS Ventura,Gray,Plastic,1.25kg,2 Years,221465
Dell Inspiron 14,Dell,Intel Core i5 12th Gen,4GB,128GB SSD,"17"" FHD",Chrome OS,Blue,Carbon Fiber,1.40kg,3 Years,122449
MSI GF63 Thin,MSI,Apple M2,16GB,1TB SSD,"17"" FHD",macOS Ventura,Blue,Magnesium Alloy,1.25kg,1 Year,106087
Apple MacBook Pro M2,Apple,Intel Core i5 12th Gen,8GB,256GB SSD,"13.3"" FHD",Windows 10,Blue,Carbon Fiber,0.99kg,2 Years,41120
Dell Inspiron 14,Dell,AMD Ryzen 7 5800U,12GB,512GB SSD,"16"" QHD",Windows 10,Black,Aluminum,0.99kg,2 Years,227490
MSI GF63 Thin,MSI,AMD Ryzen 5 5500U,4GB,128GB SSD,"15.6"" FHD",Windows 11,Gray,Aluminum,1.25kg,1 Year,70681
ASUS ROG Zephyrus G14,ASUS,Intel Core i7 13th Gen,32GB,128GB SSD,"16"" QHD",Windows 10,Black,Carbon Fiber,2.00kg,2 Years,56565
Dell Inspiron 14,Dell,Apple M2,32GB,1TB SSD,"17"" FHD",macOS Ventura,Blue,Metal,0.99kg,1 Year,99267
Apple MacBook Air M2,Apple,AMD Ryzen 5 5500U,16GB,128GB SSD,"14"" FHD",Windows 10,Blue,Magnesium Alloy,1.75kg,1 Year,69921
